param current=1 gradient=1 normB=1 normE=0.000001
grid X0=-75 Y0=-150 Z0=-1000 nX=31 nY=26 nZ=17 dX=5 dY=12 dZ=125
data
-75	-150	-1000	0	0	0	-2.1452758968E+04	2.7929440031E+04	4.6091689380E+04
-75	-150	-875	0	0	0	-1.1090921249E+05	1.5515511208E+05	1.9932224889E+03
-75	-150	-750	0	0	0	-1.0574596204E+05	1.5002234541E+05	1.9143071142E+02
-75	-150	-625	0	0	0	-1.0641969049E+05	1.4901150160E+05	-5.9725231162E+02
-75	-150	-500	0	0	0	-1.0468489391E+05	1.4939200839E+05	-1.5247959184E+02
-75	-150	-375	0	0	0	-1.0436223088E+05	1.5074360956E+05	-2.9500781910E+02
-75	-150	-250	0	0	0	-1.0732892992E+05	1.4961505128E+05	-3.0855661479E+02
-75	-150	-125	0	0	0	-1.0693009175E+05	1.4857917850E+05	-1.5002044287E+02
-75	-150	0	0	0	0	-1.0704868899E+05	1.5168578622E+05	9.7099600044E-15
-75	-150	125	0	0	0	-1.0693009175E+05	1.4857917850E+05	1.5002044287E+02
-75	-150	250	0	0	0	-1.0732892992E+05	1.4961505128E+05	3.0855661479E+02
-75	-150	375	0	0	0	-1.0436223088E+05	1.5074360956E+05	2.9500781910E+02
-75	-150	500	0	0	0	-1.0468489391E+05	1.4939200839E+05	1.5247959184E+02
-75	-150	625	0	0	0	-1.0641969049E+05	1.4901150160E+05	5.9725231162E+02
-75	-150	750	0	0	0	-1.0574596204E+05	1.5002234541E+05	-1.9143071142E+02
-75	-150	875	0	0	0	-1.1090921249E+05	1.5515511208E+05	-1.9932224889E+03
-75	-150	1000	0	0	0	-2.1452758968E+04	2.7929440031E+04	-4.6091689380E+04
-75	-138	-1000	0	0	0	-2.4472486534E+04	2.5166501875E+04	5.3849609731E+04
-75	-138	-875	0	0	0	-3.2024665139E-03	3.1537511428E-03	-2.2057589796E-04
-75	-138	-750	0	0	0	2.5665231643E-03	-1.2048441880E-04	2.0508470051E-03
-75	-138	-625	0	0	0	-4.2526657038E-03	2.9027421862E-03	1.3606185060E-03
-75	-138	-500	0	0	0	-3.2401911148E-04	-5.2273486790E-04	1.2172174308E-03
-75	-138	-375	0	0	0	-1.1328432475E-03	3.1039054800E-03	-1.0604875581E-03
-75	-138	-250	0	0	0	1.5695436196E-03	7.1999923093E-04	-1.4146839431E-03
-75	-138	-125	0	0	0	1.9445007139E-03	-1.2396337237E-03	1.1865650099E-03
-75	-138	0	0	0	0	-5.6862949957E-04	1.1643265737E-03	3.7509900860E-20
